areaCode,areaName,areaType,date,newCasesByPublishDate,newDeaths28DaysByPublishDate
K02000001,United Kingdom,overview,2020-03-21,1035,58
K02000001,United Kingdom,overview,2020-03-20,714,32
K02000001,United Kingdom,overview,2020-03-19,643,45
K02000001,United Kingdom,overview,2020-03-18,676,34
K02000001,United Kingdom,overview,2020-03-17,407,16
K02000001,United Kingdom,overview,2020-03-16,152,22
K02000001,United Kingdom,overview,2020-03-15,330,14
K02000001,United Kingdom,overview,2020-03-14,264,18
K02000001,United Kingdom,overview,2020-03-13,207,1
K02000001,United Kingdom,overview,2020-03-12,134,2
K02000001,United Kingdom,overview,2020-03-11,83,0
K02000001,United Kingdom,overview,2020-03-10,52,4
K02000001,United Kingdom,overview,2020-03-09,50,1
K02000001,United Kingdom,overview,2020-03-08,65,0
K02000001,United Kingdom,overview,2020-03-07,46,1
K02000001,United Kingdom,overview,2020-03-06,46,1
K02000001,United Kingdom,overview,2020-03-05,29,
K02000001,United Kingdom,overview,2020-03-04,34,
K02000001,United Kingdom,overview,2020-03-03,11,
K02000001,United Kingdom,overview,2020-03-02,5,
K02000001,United Kingdom,overview,2020-03-01,12,
K02000001,United Kingdom,overview,2020-02-29,4,
K02000001,United Kingdom,overview,2020-02-28,6,
K02000001,United Kingdom,overview,2020-02-27,0,
K02000001,United Kingdom,overview,2020-02-26,0,
K02000001,United Kingdom,overview,2020-02-25,0,
K02000001,United Kingdom,overview,2020-02-24,4,
K02000001,United Kingdom,overview,2020-02-23,0,
K02000001,United Kingdom,overview,2020-02-22,0,
K02000001,United Kingdom,overview,2020-02-21,0,
K02000001,United Kingdom,overview,2020-02-20,0,
K02000001,United Kingdom,overview,2020-02-19,0,
K02000001,United Kingdom,overview,2020-02-18,0,
K02000001,United Kingdom,overview,2020-02-17,0,
K02000001,United Kingdom,overview,2020-02-16,0,
K02000001,United Kingdom,overview,2020-02-15,0,
K02000001,United Kingdom,overview,2020-02-14,0,
K02000001,United Kingdom,overview,2020-02-13,1,
K02000001,United Kingdom,overview,2020-02-12,0,
K02000001,United Kingdom,overview,2020-02-11,0,
K02000001,United Kingdom,overview,2020-02-10,4,
K02000001,United Kingdom,overview,2020-02-09,1,
K02000001,United Kingdom,overview,2020-02-08,0,
K02000001,United Kingdom,overview,2020-02-07,0,
K02000001,United Kingdom,overview,2020-02-06,1,
K02000001,United Kingdom,overview,2020-02-05,0,
K02000001,United Kingdom,overview,2020-02-04,0,
K02000001,United Kingdom,overview,2020-02-03,0,
K02000001,United Kingdom,overview,2020-02-02,0,
K02000001,United Kingdom,overview,2020-02-01,0,
K02000001,United Kingdom,overview,2020-01-31,2,
