areaCode,areaName,areaType,date,newAdmissions,newVaccinesGivenByPublishDate
K02000001,United Kingdom,overview,2020-06-30,296,
K02000001,United Kingdom,overview,2020-06-29,221,
K02000001,United Kingdom,overview,2020-06-28,209,
K02000001,United Kingdom,overview,2020-06-27,287,
K02000001,United Kingdom,overview,2020-06-26,339,
K02000001,United Kingdom,overview,2020-06-25,325,
K02000001,United Kingdom,overview,2020-06-24,369,
K02000001,United Kingdom,overview,2020-06-23,363,
K02000001,United Kingdom,overview,2020-06-22,395,
K02000001,United Kingdom,overview,2020-06-21,288,
K02000001,United Kingdom,overview,2020-06-20,257,
K02000001,United Kingdom,overview,2020-06-19,336,
K02000001,United Kingdom,overview,2020-06-18,405,
K02000001,United Kingdom,overview,2020-06-17,432,
K02000001,United Kingdom,overview,2020-06-16,456,
K02000001,United Kingdom,overview,2020-06-15,440,
K02000001,United Kingdom,overview,2020-06-14,364,
K02000001,United Kingdom,overview,2020-06-13,387,
K02000001,United Kingdom,overview,2020-06-12,394,
K02000001,United Kingdom,overview,2020-06-11,446,
K02000001,United Kingdom,overview,2020-06-10,512,
K02000001,United Kingdom,overview,2020-06-09,494,
K02000001,United Kingdom,overview,2020-06-08,412,
K02000001,United Kingdom,overview,2020-06-07,407,
K02000001,United Kingdom,overview,2020-06-06,407,
K02000001,United Kingdom,overview,2020-06-05,475,
K02000001,United Kingdom,overview,2020-06-04,566,
K02000001,United Kingdom,overview,2020-06-03,634,
K02000001,United Kingdom,overview,2020-06-02,668,
K02000001,United Kingdom,overview,2020-06-01,604,
K02000001,United Kingdom,overview,2020-05-31,529,
K02000001,United Kingdom,overview,2020-05-30,568,
K02000001,United Kingdom,overview,2020-05-29,615,
K02000001,United Kingdom,overview,2020-05-28,703,
K02000001,United Kingdom,overview,2020-05-27,712,
K02000001,United Kingdom,overview,2020-05-26,698,
K02000001,United Kingdom,overview,2020-05-25,603,
K02000001,United Kingdom,overview,2020-05-24,587,
K02000001,United Kingdom,overview,2020-05-23,643,
K02000001,United Kingdom,overview,2020-05-22,740,
K02000001,United Kingdom,overview,2020-05-21,841,
K02000001,United Kingdom,overview,2020-05-20,851,
K02000001,United Kingdom,overview,2020-05-19,881,
K02000001,United Kingdom,overview,2020-05-18,850,
K02000001,United Kingdom,overview,2020-05-17,793,
K02000001,United Kingdom,overview,2020-05-16,814,
K02000001,United Kingdom,overview,2020-05-15,871,
K02000001,United Kingdom,overview,2020-05-14,909,
K02000001,United Kingdom,overview,2020-05-13,966,
K02000001,United Kingdom,overview,2020-05-12,983,
K02000001,United Kingdom,overview,2020-05-11,1029,
K02000001,United Kingdom,overview,2020-05-10,916,
K02000001,United Kingdom,overview,2020-05-09,944,
K02000001,United Kingdom,overview,2020-05-08,910,
K02000001,United Kingdom,overview,2020-05-07,1166,
K02000001,United Kingdom,overview,2020-05-06,1206,
K02000001,United Kingdom,overview,2020-05-05,1146,
K02000001,United Kingdom,overview,2020-05-04,1249,
K02000001,United Kingdom,overview,2020-05-03,1188,
K02000001,United Kingdom,overview,2020-05-02,1181,
K02000001,United Kingdom,overview,2020-05-01,1263,
K02000001,United Kingdom,overview,2020-04-30,1442,
K02000001,United Kingdom,overview,2020-04-29,1488,
K02000001,United Kingdom,overview,2020-04-28,1518,
K02000001,United Kingdom,overview,2020-04-27,1538,
K02000001,United Kingdom,overview,2020-04-26,1355,
K02000001,United Kingdom,overview,2020-04-25,1253,
K02000001,United Kingdom,overview,2020-04-24,1525,
K02000001,United Kingdom,overview,2020-04-23,1514,
K02000001,United Kingdom,overview,2020-04-22,1529,
K02000001,United Kingdom,overview,2020-04-21,1713,
K02000001,United Kingdom,overview,2020-04-20,1734,
K02000001,United Kingdom,overview,2020-04-19,1657,
K02000001,United Kingdom,overview,2020-04-18,1629,
K02000001,United Kingdom,overview,2020-04-17,1967,
K02000001,United Kingdom,overview,2020-04-16,2011,
K02000001,United Kingdom,overview,2020-04-15,1880,
K02000001,United Kingdom,overview,2020-04-14,2088,
K02000001,United Kingdom,overview,2020-04-13,2163,
K02000001,United Kingdom,overview,2020-04-12,2066,
K02000001,United Kingdom,overview,2020-04-11,2163,
K02000001,United Kingdom,overview,2020-04-10,2462,
K02000001,United Kingdom,overview,2020-04-09,2629,
K02000001,United Kingdom,overview,2020-04-08,2967,
K02000001,United Kingdom,overview,2020-04-07,3150,
K02000001,United Kingdom,overview,2020-04-06,3046,
K02000001,United Kingdom,overview,2020-04-05,2916,
K02000001,United Kingdom,overview,2020-04-04,2922,
K02000001,United Kingdom,overview,2020-04-03,2930,
K02000001,United Kingdom,overview,2020-04-02,3286,
K02000001,United Kingdom,overview,2020-04-01,3567,
K02000001,United Kingdom,overview,2020-03-31,2832,
K02000001,United Kingdom,overview,2020-03-30,3192,
K02000001,United Kingdom,overview,2020-03-29,2489,
K02000001,United Kingdom,overview,2020-03-28,2192,
K02000001,United Kingdom,overview,2020-03-27,2229,
K02000001,United Kingdom,overview,2020-03-26,1929,
K02000001,United Kingdom,overview,2020-03-25,2085,
K02000001,United Kingdom,overview,2020-03-24,1718,
K02000001,United Kingdom,overview,2020-03-23,1274,
