areaCode,areaName,areaType,date,hospitalCases,newDeaths28DaysByPublishDate
K02000001,United Kingdom,overview,2020-03-25,,191
K02000001,United Kingdom,overview,2020-03-24,,148
K02000001,United Kingdom,overview,2020-03-23,,76
K02000001,United Kingdom,overview,2020-03-22,,36
K02000001,United Kingdom,overview,2020-03-21,,58
K02000001,United Kingdom,overview,2020-03-20,,32
K02000001,United Kingdom,overview,2020-03-19,,45
K02000001,United Kingdom,overview,2020-03-18,,34
K02000001,United Kingdom,overview,2020-03-17,,16
K02000001,United Kingdom,overview,2020-03-16,,22
K02000001,United Kingdom,overview,2020-03-15,,14
K02000001,United Kingdom,overview,2020-03-14,,18
K02000001,United Kingdom,overview,2020-03-13,,1
K02000001,United Kingdom,overview,2020-03-12,,2
K02000001,United Kingdom,overview,2020-03-11,,0
K02000001,United Kingdom,overview,2020-03-10,,4
K02000001,United Kingdom,overview,2020-03-09,,1
K02000001,United Kingdom,overview,2020-03-08,,0
K02000001,United Kingdom,overview,2020-03-07,,1
K02000001,United Kingdom,overview,2020-03-06,,1
